metric,strong_mean,hopf_amp_mean,weighted_mean,v16_full_mean,v16_conditioned_mean,v16_full_vs_v15_weighted_improvement_percent,v16_conditioned_vs_v16_full_improvement_percent
rhs_l2,0.5188696465708993,0.6671015593138608,0.3567872250621969,0.3008233051408421,0.3906465321779251,15.685516742254125,-29.859131756772893
pressure_head_l2,0.2573985160243782,0.16283879522234201,0.1093477914956483,0.10920417207208546,0.13522711633281273,0.13134186031416173,-23.829624607702325
one_step_a_l2,0.09107476921582763,0.11250574573535811,0.060626717284321785,0.0406911133534529,0.05622803496027535,32.88253895947666,-38.18259154490311
one_step_b_l2,0.2630609067326242,0.1857629276134751,0.12289385937831619,0.11427859995852817,0.1425916190174493,7.0103253843357844,-24.775433956310238
rollout_a_l2,0.5040417121892625,0.36648346747864374,0.2667187059467489,0.22136244665492663,0.26201329962773756,17.005278700204016,-18.363933714637685
rollout_b_l2,0.7824657638641921,0.4141944250938567,0.4101491658863697,0.28880873701789167,0.35109791721809985,29.584463156532404,-21.56762321091047
one_step_pressure_energy_error,0.19474572402738446,0.1597549214931033,0.04943502516318646,0.07238624080278833,0.0863818524197436,-46.427033391485566,-19.33462970550635
rollout_pressure_energy_error,1.3169736803353744,0.5081110910802603,0.44045122736632975,0.33048361858564573,0.24312579902272785,24.967034247635855,26.43332820452003
