case,Re,a_rollout_l2,b_rollout_l2,r_true_mean,r_pred_mean,amplitude_relative_l2,log_amplitude_mae,energy_log_mae,overshoot_ratio_mean,overshoot_ratio_max,overshoot_gt2_fraction,phase_abs_error_mean,frequency_increment_mae
StrongBaseline32,47.081356048583984,0.8069576859474182,1.0780490517616272,1.3560742490981145e-06,2.653227520688457e-05,20.841133988231512,2.842280750676026,5.232076162876032,20.127166215766206,57.32576601695371,1.0,1.8581120739724268,0.6572129028144613
HopfAmpEnvelopeLoss32,47.081356048583984,0.5587237477302551,0.40069817900657656,1.3560742490981145e-06,9.662935103816285e-05,71.0284190911414,4.256276833580696,8.055984328727082,73.21057803855159,142.89398973619717,1.0,1.603265859686643,0.7353678552012549
StrongBaseline32,49.02235794067383,0.6135387778282165,0.9166443586349488,3.1318182584609653e-06,2.8713309455795266e-05,9.33075457611154,2.0559322201693746,4.016876581602445,9.324506132956834,20.616985294812633,0.9583333333333334,1.0594297356264009,0.5043515837516525
HopfAmpEnvelopeLoss32,49.02235794067383,0.3626525104045868,0.4046941757202148,3.1318182584609653e-06,9.421998870206904e-05,29.84347774906603,3.379166349818332,6.65887652186215,30.28609466634915,52.5507395669485,1.0,1.5511078669039562,0.7323279691113868
StrongBaseline32,51.78644943237305,3.07447464466095,3.724361228942871,2.323636391929342e-05,4.425410789894715e-05,1.0894435706883976,0.6139585048282236,1.2261035896408023,1.9330476674349915,4.2434447275533165,0.45,0.4876728193683794,0.2928176831665149
HopfAmpEnvelopeLoss32,51.78644943237305,2.1361186504364014,1.7220957279205322,2.323636391929342e-05,8.897302207030838e-05,2.971285894444981,1.3435576087791086,2.684758103283922,4.258866775444703,12.186051178676665,0.8833333333333333,1.2693701593584994,0.7376293712083934
