metric,strong_mean,strong_std,hopf_amp_mean,hopf_amp_std,improvement_percent_hopf_vs_strong
rhs_l2,0.5188696465708993,0.4407308707828317,0.6671015593138608,0.6850078619349054,-28.568237460525044
pressure_head_l2,0.2573985160243782,0.3235815492275384,0.16283879522234201,0.21794400483768897,36.73670006437816
one_step_a_l2,0.09107476921582763,0.1640716242300833,0.11250574573535811,0.2146113902712422,-23.531189487555736
one_step_b_l2,0.2630609067326242,0.32411406710437135,0.1857629276134751,0.2586562792210593,29.384061690973713
rollout_a_l2,0.5040417121892625,0.847000799772105,0.36648346747864374,0.5812279582676503,27.291043852927604
rollout_b_l2,0.7824657638641921,1.0012345510663752,0.4141944250938567,0.458473193115082,47.06548909585954
one_step_pressure_energy_error,0.19474572402738446,0.31549265088829737,0.1597549214931033,0.23473603432664353,17.96743045786252
rollout_pressure_energy_error,1.3169736803353744,2.5123089871916497,0.5081110910802603,0.8852926662491348,61.41828051181197
