time,a0_true,a1_true,a0_pred,a1_pred,r_true,r_pred,theta_true,theta_pred,omega_true,omega_pred,amp_error,phase_error,velocity_step_l2,pressure_step_l2
1324.701904296875,1.0100108482902215e-07,2.0207269812999584e-07,-1.0504857527848799e-05,-2.2600461306865327e-05,2.2590838000269287e-07,2.492253770469688e-05,1.1072883605957031,-2.0058956146240234,0.0033724415116012096,-0.02028656005859375,104.68738555908203,-3.1131839752197266,0.05720813572406769,0.33061468601226807
1329.50146484375,7.405714796959728e-08,1.543641445778121e-07,-2.5786266633076593e-05,-4.376233118819073e-05,1.7120966333550314e-07,5.079442053101957e-05,1.1234745979309082,-2.103262186050415,0.0050673470832407475,-0.01989167369902134,279.3626403808594,3.056448459625244,0.15025164186954498,0.6160919666290283
1334.3011474609375,4.717290025268994e-08,1.0710709830163978e-07,-4.5073444198351353e-05,-6.233593012439087e-05,1.1703509272820156e-07,7.692453073104843e-05,1.1559314727783203,-2.196840524673462,0.012169701047241688,-0.019931571558117867,604.6163940429688,2.930413246154785,0.3279138505458832,0.8659731149673462
1339.100830078125,2.0644478126996546e-08,6.017324238882793e-08,-6.854800449218601e-05,-7.755993283353746e-05,6.361614168781671e-08,0.00010351024684496224,1.2402960062026978,-2.2945926189422607,0.08468266576528549,-0.020088018849492073,1405.2166748046875,2.7482964992523193,0.696424663066864,1.2442089319229126
1343.900390625,-5.667596170155775e-09,1.347991585021191e-08,-9.598553879186511e-05,-8.976506069302559e-05,1.4622919763951359e-08,0.00013141913223080337,1.9688045978546143,-2.3896703720092773,0.28186216950416565,-0.019940588623285294,5336.67431640625,1.9247105121612549,0.8570442795753479,1.7104220390319824
1348.7000732421875,-3.165861883758225e-08,-3.288509020649144e-08,-0.0001241262798430398,-9.545998182147741e-05,4.564753197655591e-08,0.0001565884449519217,3.945991277694702,-2.4860072135925293,0.22026094794273376,-0.020253855735063553,2813.113037109375,-0.14881294965744019,0.6092080473899841,1.7350484132766724
1353.499755859375,-5.734475649887827e-08,-7.877895313868066e-08,-0.00015109418018255383,-9.420264541404322e-05,9.743995121880289e-08,0.0001780550228431821,4.083169937133789,-2.584094524383545,0.018598798662424088,-0.02051163651049137,1656.3446044921875,-0.3840791881084442,0.4554329812526703,1.6385304927825928
1358.2994384765625,-8.28991701951054e-08,-1.2438678709258966e-07,-0.00017616506374906749,-8.69928189786151e-05,1.494802575052745e-07,0.00019647361477836967,4.124527931213379,-2.682905912399292,0.006457723211497068,-0.020509090274572372,1231.0247802734375,-0.5242487192153931,0.3690360486507416,1.5396677255630493
1363.0989990234375,-1.0814436990358445e-07,-1.6975346284198167e-07,-0.0001985775597859174,-7.488719711545855e-05,2.0127454547491652e-07,0.00021222898794803768,4.145159721374512,-2.780966281890869,0.0033244378864765167,-0.020200619474053383,1003.56494140625,-0.6429407000541687,0.31446146965026855,1.4028884172439575
1367.898681640625,-1.332566057499207e-07,-2.1447287679166038e-07,-0.00021763484983239323,-5.900999531149864e-05,2.52499376074411e-07,0.0002254930295748636,4.156439781188965,-2.876816511154175,0.0020578871481120586,-0.019627394154667854,858.0611572265625,-0.7500712275505066,0.27649909257888794,1.2270572185516357
1372.6983642578125,-1.579511490490404e-07,-2.5909028522619337e-07,-0.00023279385641217232,-4.049188282806426e-05,3.034408280200296e-07,0.00023628916824236512,4.164914131164551,-2.969376802444458,0.0014962870627641678,-0.018910756334662437,752.8876342773438,-0.8511054515838623,0.24812330305576324,1.0499495267868042
1377.4979248046875,-1.8250874234126968e-07,-3.0337807288560725e-07,-0.00024373082851525396,-2.0336869056336582e-05,3.5404477216616215e-07,0.00024457782274112105,4.170803070068359,-3.0583455562591553,0.0010805721394717693,-0.018211854621767998,670.8618774414062,-0.9459635615348816,0.2257310152053833,0.8989933729171753
1382.297607421875,-2.0677586576312024e-07,-3.4723149155979627e-07,-0.0002503344730939716,6.517529982374981e-07,4.041360739392985e-07,0.00025033531710505486,4.175286769866943,-3.1441967487335205,0.0007977118948474526,-0.01780923269689083,603.5001220703125,-1.036298394203186,0.2073265016078949,0.7824196815490723
1387.0972900390625,-2.3097206280908722e-07,-3.906786503193871e-07,-0.0002522821305319667,2.218448389612604e-05,4.538478890481201e-07,0.00025325565366074443,4.178460597991943,-3.2293028831481934,0.0006742316763848066,-0.017536766827106476,545.0101318359375,-1.1245782375335693,0.19166435301303864,0.6988141536712646
1391.8968505859375,-2.54617845030225e-07,-4.3393544046921306e-07,-0.000249934324529022,4.314562102081254e-05,5.031204750594043e-07,0.00025363106396980584,4.181758880615234,-3.3125364780426025,0.0005912277847528458,-0.017144745215773582,493.3109436035156,-1.2111098766326904,0.17805951833724976,0.6448709964752197
