time,a0_true,a1_true,a0_pred,a1_pred,r_true,r_pred,theta_true,theta_pred,omega_true,omega_pred,amp_error,phase_error,velocity_step_l2,pressure_step_l2
2700.894775390625,-8.321348445861076e-07,1.409683392239458e-07,-9.232815500581637e-05,-8.466488361591473e-05,8.439907901447441e-07,0.00012527023500297219,2.9737801551818848,3.883720874786377,-0.039861299097537994,-0.023295896127820015,145.69973754882812,0.9099407196044922,0.30460473895072937,0.36986714601516724
2724.380859375,-3.6355274346533406e-07,7.214144943645806e-07,-0.00020024162949994206,-3.954938074457459e-05,8.078424684754282e-07,0.00020410993602126837,2.0375943183898926,3.3365914821624756,-0.036743275821208954,-0.02203315868973732,248.58343505859375,1.298997163772583,0.49979496002197266,0.5627063512802124
2747.86669921875,2.7472256647342874e-07,8.209661928049172e-07,-0.00020135311933699995,6.070364543120377e-05,8.657124226374435e-07,0.0002103045699186623,1.2478762865066528,2.848780393600464,-0.032732851803302765,-0.01910538412630558,239.16397094726562,1.600904107093811,0.538881242275238,0.6345859169960022
2771.352783203125,7.228687195492967e-07,3.9497047055192525e-07,-0.00012268376303836703,0.0001038431582855992,8.23735945232329e-07,0.00016073179722297937,0.500069797039032,2.439175605773926,-0.03499788045883179,-0.012441297061741352,191.7969970703125,1.939105749130249,0.478079229593277,0.5761516690254211
2794.8388671875,7.346462211899052e-07,-3.0718851462552266e-07,-5.103720468468964e-05,6.138795288279653e-05,7.962850077092298e-07,7.983280374901369e-05,-0.39604994654655457,2.26438570022583,-0.03685985505580902,0.020252777263522148,98.02552795410156,2.660435676574707,0.38512828946113586,0.5647088289260864
2818.324951171875,3.1331921945820795e-07,-8.872113994584652e-07,-5.4927215387579054e-05,-1.3960852811578661e-05,9.409106951352442e-07,5.667366713169031e-05,-1.2313175201416016,3.3904924392700195,-0.030999626964330673,0.0274996105581522,58.60987091064453,-1.6613752841949463,0.3622090816497803,0.5722278952598572
2841.81103515625,-2.9606277962557215e-07,-1.0242903272228432e-06,-0.00011657045979518443,-5.1291321142343804e-05,1.0662193972166278e-06,0.00012735568452626467,-1.8521696329116821,3.5561020374298096,-0.02543043904006481,-0.002284890739247203,117.34546661376953,-0.8749135136604309,0.4455889165401459,0.5972822308540344
2865.297119140625,-7.49325579363358e-07,-6.51599066259223e-07,-0.00017082641716115177,-2.4347340513486415e-05,9.930106443789555e-07,0.00017255276907235384,-2.425840377807617,3.2831661701202393,-0.02774392068386078,-0.01194366067647934,171.0447998046875,-0.57417893409729,0.5325232744216919,0.533446729183197
2888.782958984375,-7.96896699739591e-07,1.0966753727359446e-08,-0.00018105772323906422,2.6717585569713265e-05,7.969721877998381e-07,0.00018301837553735822,-3.155353307723999,2.9950854778289795,-0.0354309156537056,-0.011387747712433338,225.8087615966797,-0.13274651765823364,0.5819483995437622,0.5344354510307312
2912.26904296875,-4.2144182543779607e-07,5.874828161722689e-07,-0.00015426729805767536,6.401368591468781e-05,7.230140113279049e-07,0.00016702141147106886,-4.0901007652282715,2.7482621669769287,-0.037526167929172516,-0.008771891705691814,226.86932373046875,0.5551773905754089,0.6040402054786682,0.5747589468955994
